"id","lat","lon","date","country","species","database","myID"
3694195291,-22.699076,-45.506176,"2021-12-10","Brazil","Amazona vinacea","Gbif",897
3613525829,-29.452734,-50.597176,"2021-12-22","Brazil","Amazona vinacea","Gbif",898
3661811063,-29.31951,-50.8152,"2021-12-28","Brazil","Amazona vinacea","Gbif",899
3575351023,-29.312376,-50.809113,"2021-12-28","Brazil","Amazona vinacea","Gbif",900
3583597418,-22.383804,-44.668537,"2021-12-08","Brazil","Amazona vinacea","Gbif",901
3447376093,-29.45158,-50.595722,"2021-12-22","Brazil","Amazona vinacea","Gbif",902
3138173657,-29.218147,-50.18102,"2020-01-08","Brazil","Amazona vinacea","Gbif",903
3218309773,-22.862957,-46.036446,"2020-01-02","Brazil","Amazona vinacea","Gbif",904
3238995939,-22.664314,-44.592968,"2020-01-09","Brazil","Amazona vinacea","Gbif",905
3216967001,-26.222834,-52.027714,"2020-01-11","Brazil","Amazona vinacea","Gbif",906
3132355261,-26.216728,-52.021885,"2020-01-11","Brazil","Amazona vinacea","Gbif",907
3132904156,-20.201193,-42.199215,"2020-01-18","Brazil","Amazona vinacea","Gbif",908
3235571153,-20.199486,-42.198994,"2020-01-18","Brazil","Amazona vinacea","Gbif",909
3147493540,-21.660118,-42.375122,"2020-01-21","Brazil","Amazona vinacea","Gbif",910
3143118745,-20.17345,-42.271347,"2020-01-21","Brazil","Amazona vinacea","Gbif",911
3134029936,-27.965282,-49.509254,"2020-02-01","Brazil","Amazona vinacea","Gbif",912
3230732629,-28.819843,-51.134586,"2020-02-03","Brazil","Amazona vinacea","Gbif",913
3219353770,-27.877748,-49.442326,"2020-02-02","Brazil","Amazona vinacea","Gbif",914
3243607116,-29.451826,-50.61201,"2020-02-06","Brazil","Amazona vinacea","Gbif",915
3218888126,-22.690828,-45.487366,"2020-02-06","Brazil","Amazona vinacea","Gbif",916
3242059106,-29.389723,-50.39389,"2020-02-06","Brazil","Amazona vinacea","Gbif",917
3136375053,-28.983624,-50.876385,"2020-02-15","Brazil","Amazona vinacea","Gbif",918
3228930248,-29.442724,-50.611347,"2020-02-17","Brazil","Amazona vinacea","Gbif",919
3139161362,-19.680864,-42.15181,"2020-02-23","Brazil","Amazona vinacea","Gbif",920
3135403435,-19.332022,-42.40568,"2020-02-07","Brazil","Amazona vinacea","Gbif",921
3222412270,-22.7359,-45.59893,"2020-02-23","Brazil","Amazona vinacea","Gbif",922
3223787383,-28.163542,-52.765003,"2020-02-29","Brazil","Amazona vinacea","Gbif",923
3227545326,-22.745947,-45.811005,"2020-02-28","Brazil","Amazona vinacea","Gbif",924
2848557143,-22.6774,-45.4732,"2020-03-29","Brazil","Amazona vinacea","Gbif",925
3136861686,-22.695082,-45.50664,"2020-03-02","Brazil","Amazona vinacea","Gbif",926
3147087798,-22.69151,-45.497116,"2020-03-02","Brazil","Amazona vinacea","Gbif",927
3145119604,-22.691076,-45.491364,"2020-03-02","Brazil","Amazona vinacea","Gbif",928
3141774656,-22.711205,-45.535927,"2020-03-02","Brazil","Amazona vinacea","Gbif",929
3151684196,-27.976612,-49.484547,"2020-03-05","Brazil","Amazona vinacea","Gbif",930
3137133500,-22.631704,-45.593575,"2020-03-08","Brazil","Amazona vinacea","Gbif",931
3138630168,-27.978981,-49.482117,"2020-03-22","Brazil","Amazona vinacea","Gbif",932
3251415097,-20.156586,-42.27987,"2020-03-24","Brazil","Amazona vinacea","Gbif",933
2848588020,-26.2457,-49.4122,"2020-04-03","Brazil","Amazona vinacea","Gbif",934
3225991600,-23.769875,-45.72361,"2020-04-18","Brazil","Amazona vinacea","Gbif",935
3259477600,-20.21549,-42.220802,"2020-04-21","Brazil","Amazona vinacea","Gbif",936
3202016346,-27.85777,-49.83212,"2020-05-15","Brazil","Amazona vinacea","Gbif",937
3598490586,-26.056559,-52.149174,"2020-05-10","Brazil","Amazona vinacea","Gbif",938
3166206661,-19.72269,-42.11745,"2020-05-09","Brazil","Amazona vinacea","Gbif",939
3174600279,-27.913567,-52.81526,"2020-05-09","Brazil","Amazona vinacea","Gbif",940
3152434189,-24.51615,-48.834633,"2020-05-09","Brazil","Amazona vinacea","Gbif",941
3160944612,-22.723997,-45.57768,"2020-05-13","Brazil","Amazona vinacea","Gbif",942
3248266655,-25.435299,-49.26652,"2020-05-19","Brazil","Amazona vinacea","Gbif",943
3260927145,-24.453846,-48.8809,"2020-05-20","Brazil","Amazona vinacea","Gbif",944
3228666496,-20.157146,-42.281433,"2020-05-23","Brazil","Amazona vinacea","Gbif",945
3174523275,-22.723818,-45.57771,"2020-06-09","Brazil","Amazona vinacea","Gbif",946
3271827115,-28.884787,-50.816666,"2020-06-08","Brazil","Amazona vinacea","Gbif",947
3230594875,-24.400333,-48.644558,"2020-06-12","Brazil","Amazona vinacea","Gbif",948
3282233237,-27.969482,-49.87165,"2020-06-28","Brazil","Amazona vinacea","Gbif",949
3235856666,-27.968906,-49.870525,"2020-06-28","Brazil","Amazona vinacea","Gbif",950
3248847145,-27.95806,-49.88098,"2020-06-23","Brazil","Amazona vinacea","Gbif",951
3254676239,-22.700865,-45.585583,"2020-07-02","Brazil","Amazona vinacea","Gbif",952
3167230920,-25.45377,-49.256413,"2020-07-02","Brazil","Amazona vinacea","Gbif",953
3193406055,-22.716358,-45.59326,"2020-07-03","Brazil","Amazona vinacea","Gbif",954
3169757165,-22.716372,-45.593178,"2020-07-05","Brazil","Amazona vinacea","Gbif",955
3173942520,-22.716179,-45.59319,"2020-07-07","Brazil","Amazona vinacea","Gbif",956
3185544728,-27.969574,-49.871716,"2020-07-08","Brazil","Amazona vinacea","Gbif",957
3182790709,-27.969349,-49.870544,"2020-07-09","Brazil","Amazona vinacea","Gbif",958
3256742189,-24.653044,-49.633396,"2020-07-09","Brazil","Amazona vinacea","Gbif",959
3178034553,-20.173044,-42.272785,"2020-07-14","Brazil","Amazona vinacea","Gbif",960
3245782286,-20.156366,-42.279747,"2020-07-17","Brazil","Amazona vinacea","Gbif",961
3179307098,-20.173767,-42.267704,"2020-07-21","Brazil","Amazona vinacea","Gbif",962
4718551670,-26.63035,-49.477528,"2020-08-17","Brazil","Amazona vinacea","Gbif",963
4650528888,-26.607355,-49.33009,"2020-08-26","Brazil","Amazona vinacea","Gbif",964
3170978849,-26.551525,-49.376247,"2020-08-11","Brazil","Amazona vinacea","Gbif",965
3190243431,-26.152815,-51.87378,"2020-08-14","Brazil","Amazona vinacea","Gbif",966
3260142094,-29.499,-50.325,"2020-08-25","Brazil","Amazona vinacea","Gbif",967
3191094956,-26.281424,-48.865036,"2020-08-25","Brazil","Amazona vinacea","Gbif",968
3173877006,-26.483538,-51.992405,"2020-08-02","Brazil","Amazona vinacea","Gbif",969
3269583941,-27.822397,-50.485363,"2020-09-26","Brazil","Amazona vinacea","Gbif",970
3678379015,-28.267675,-50.197514,"2020-09-16","Brazil","Amazona vinacea","Gbif",971
3289343171,-22.721725,-45.62718,"2020-09-06","Brazil","Amazona vinacea","Gbif",972
3175985332,-25.779743,-51.894485,"2020-09-07","Brazil","Amazona vinacea","Gbif",973
3181377433,-25.098722,-48.80948,"2020-09-08","Brazil","Amazona vinacea","Gbif",974
3257874625,-27.535501,-51.02145,"2020-09-08","Brazil","Amazona vinacea","Gbif",975
3290900058,-22.859337,-46.031902,"2020-09-12","Brazil","Amazona vinacea","Gbif",976
3253663144,-22.617435,-45.39259,"2020-09-12","Brazil","Amazona vinacea","Gbif",977
3184706127,-16.670465,-40.841866,"2020-09-22","Brazil","Amazona vinacea","Gbif",978
3207321176,-22.769058,-45.615963,"2020-09-13","Brazil","Amazona vinacea","Gbif",979
3256529502,-24.291033,-50.59783,"2020-10-17","Brazil","Amazona vinacea","Gbif",980
3298663619,-29.394203,-50.878426,"2020-10-31","Brazil","Amazona vinacea","Gbif",981
3199220780,-25.893742,-51.582954,"2020-10-31","Brazil","Amazona vinacea","Gbif",982
3188837132,-21.987356,-43.865227,"2020-10-03","Brazil","Amazona vinacea","Gbif",983
3186076985,-26.897694,-49.47991,"2020-10-06","Brazil","Amazona vinacea","Gbif",984
3192853066,-26.26845,-49.53019,"2020-10-15","Brazil","Amazona vinacea","Gbif",985
3189184444,-19.682245,-42.154625,"2020-10-17","Brazil","Amazona vinacea","Gbif",986
3255654019,-26.780613,-51.013065,"2020-10-17","Brazil","Amazona vinacea","Gbif",987
3206278162,-28.518099,-49.86852,"2020-10-12","Brazil","Amazona vinacea","Gbif",988
3189848190,-26.203512,-49.261852,"2020-10-17","Brazil","Amazona vinacea","Gbif",989
3295480444,-22.69563,-45.52121,"2020-10-19","Brazil","Amazona vinacea","Gbif",990
3186937975,-29.354458,-50.829823,"2020-11-01","Brazil","Amazona vinacea","Gbif",991
3189103091,-22.86138,-46.035946,"2020-11-03","Brazil","Amazona vinacea","Gbif",992
3210480319,-27.818598,-49.27205,"2020-11-04","Brazil","Amazona vinacea","Gbif",993
3196695531,-22.725803,-45.56929,"2020-11-14","Brazil","Amazona vinacea","Gbif",994
3293564231,-26.170952,-51.07107,"2020-11-19","Brazil","Amazona vinacea","Gbif",995
3202981975,-26.13263,-51.125053,"2020-11-21","Brazil","Amazona vinacea","Gbif",996
3214999220,-26.11781,-51.16534,"2020-11-20","Brazil","Amazona vinacea","Gbif",997
3215901948,-26.138601,-51.053032,"2020-11-22","Brazil","Amazona vinacea","Gbif",998
3197762845,-26.832401,-51.746624,"2020-11-18","Brazil","Amazona vinacea","Gbif",999
3197227722,-22.68785,-45.534225,"2020-11-21","Brazil","Amazona vinacea","Gbif",1000
3292021290,-22.690464,-45.478832,"2020-11-15","Brazil","Amazona vinacea","Gbif",1001
3213481537,-28.68895,-50.59714,"2020-12-04","Brazil","Amazona vinacea","Gbif",1002
3202857366,-27.844707,-50.049004,"2020-12-26","Brazil","Amazona vinacea","Gbif",1003
3207502920,-22.736872,-45.5987,"2020-12-29","Brazil","Amazona vinacea","Gbif",1004
3268865548,-22.8519,-46.030685,"2020-12-30","Brazil","Amazona vinacea","Gbif",1005
4345424655,-25.098831,-57.51913,"2019-01-23","Paraguay","Amazona vinacea","Gbif",1006
2659732101,-26.226475,-52.030872,"2019-01-05","Brazil","Amazona vinacea","Gbif",1007
2658773514,-22.860714,-46.030426,"2019-01-05","Brazil","Amazona vinacea","Gbif",1008
2729083527,-22.726923,-45.561626,"2019-01-11","Brazil","Amazona vinacea","Gbif",1009
2736608633,-22.73622,-45.557625,"2019-01-12","Brazil","Amazona vinacea","Gbif",1010
2760614485,-29.319885,-50.50345,"2019-01-13","Brazil","Amazona vinacea","Gbif",1011
2759561793,-26.357958,-53.259636,"2019-01-26","Brazil","Amazona vinacea","Gbif",1012
2741039490,-20.415442,-43.42475,"2019-01-25","Brazil","Amazona vinacea","Gbif",1013
2657998431,-26.304956,-53.285965,"2019-02-17","Brazil","Amazona vinacea","Gbif",1014
2728573104,-26.943537,-51.426617,"2019-02-14","Brazil","Amazona vinacea","Gbif",1015
2664803582,-20.577572,-42.648087,"2019-02-20","Brazil","Amazona vinacea","Gbif",1016
2534089754,-26.6301,-54.0999,"2019-03-20","Argentina","Amazona vinacea","Gbif",1017
2982203827,-26.519,-53.9887,"2019-03-24","Argentina","Amazona vinacea","Gbif",1018
2661798804,-20.22067,-42.228294,"2019-03-09","Brazil","Amazona vinacea","Gbif",1019
2730035276,-29.432007,-50.39358,"2019-03-07","Brazil","Amazona vinacea","Gbif",1020
2764577636,-28.01651,-49.842957,"2019-04-09","Brazil","Amazona vinacea","Gbif",1021
2750496531,-27.956924,-49.881123,"2019-04-08","Brazil","Amazona vinacea","Gbif",1022
2670831779,-29.017147,-50.802395,"2019-04-10","Brazil","Amazona vinacea","Gbif",1023
2759907504,-29.015919,-50.804974,"2019-04-09","Brazil","Amazona vinacea","Gbif",1024
2763922205,-22.690657,-45.483456,"2019-05-04","Brazil","Amazona vinacea","Gbif",1025
2745547675,-22.68993,-45.48136,"2019-05-04","Brazil","Amazona vinacea","Gbif",1026
2671836360,-22.68997,-45.481415,"2019-05-04","Brazil","Amazona vinacea","Gbif",1027
2684614796,-23.564577,-45.837395,"2019-06-30","Brazil","Amazona vinacea","Gbif",1028
2759296936,-29.46383,-50.615837,"2019-06-29","Brazil","Amazona vinacea","Gbif",1029
2850646712,-20.454747,-42.730699,"2019-07-22","Brazil","Amazona vinacea","Gbif",1030
2776912509,-22.693516,-45.505272,"2019-07-01","Brazil","Amazona vinacea","Gbif",1031
2709581878,-29.364885,-50.80887,"2019-07-11","Brazil","Amazona vinacea","Gbif",1032
2760106122,-29.066973,-49.959812,"2019-07-10","Brazil","Amazona vinacea","Gbif",1033
2751794765,-29.363766,-50.813847,"2019-07-17","Brazil","Amazona vinacea","Gbif",1034
2689887437,-28.816532,-51.13744,"2019-07-18","Brazil","Amazona vinacea","Gbif",1035
2780676031,-29.355547,-50.82331,"2019-07-12","Brazil","Amazona vinacea","Gbif",1036
2780919221,-24.373846,-54.378563,"2019-07-18","Paraguay","Amazona vinacea","Gbif",1037
2782843045,-28.818558,-51.13564,"2019-07-19","Brazil","Amazona vinacea","Gbif",1038
3704477537,-17.5487,-40.6024,"2019-08-22","Brazil","Amazona vinacea","Gbif",1039
2694019176,-26.307032,-48.79497,"2019-08-17","Brazil","Amazona vinacea","Gbif",1040
2706314960,-22.717653,-45.589172,"2019-08-30","Brazil","Amazona vinacea","Gbif",1041
4664401486,-26.779934,-52.06117,"2019-09-27","Brazil","Amazona vinacea","Gbif",1042
2793082056,-22.728975,-45.594456,"2019-09-03","Brazil","Amazona vinacea","Gbif",1043
2699559086,-21.47282,-44.615482,"2019-09-28","Brazil","Amazona vinacea","Gbif",1044
2716333643,-26.873066,-52.018353,"2019-09-29","Brazil","Amazona vinacea","Gbif",1045
2711279605,-26.798595,-51.991707,"2019-09-29","Brazil","Amazona vinacea","Gbif",1046
2698778575,-26.799477,-51.990677,"2019-09-29","Brazil","Amazona vinacea","Gbif",1047
2814393038,-26.437439,-53.940211,"2019-10-13","Argentina","Amazona vinacea","Gbif",1048
2721872232,-26.428652,-53.30728,"2019-10-06","Brazil","Amazona vinacea","Gbif",1049
2778517222,-20.798204,-42.862064,"2019-10-12","Brazil","Amazona vinacea","Gbif",1050
2790809343,-22.716131,-45.59238,"2019-10-12","Brazil","Amazona vinacea","Gbif",1051
2701343129,-22.693336,-45.5043,"2019-10-13","Brazil","Amazona vinacea","Gbif",1052
2789020531,-26.402653,-53.315224,"2019-10-06","Brazil","Amazona vinacea","Gbif",1053
2764758445,-29.303902,-50.483707,"2019-10-15","Brazil","Amazona vinacea","Gbif",1054
2784021171,-26.553356,-52.53605,"2019-10-09","Brazil","Amazona vinacea","Gbif",1055
2719165799,-24.298958,-50.603928,"2019-10-19","Brazil","Amazona vinacea","Gbif",1056
2781215489,-22.71008,-45.537136,"2019-10-26","Brazil","Amazona vinacea","Gbif",1057
2720817541,-26.08501,-51.877182,"2019-10-06","Brazil","Amazona vinacea","Gbif",1058
3725311836,-22.716105,-45.592396,"2019-11-07","Brazil","Amazona vinacea","Gbif",1059
3716162763,-22.716198,-45.592342,"2019-11-07","Brazil","Amazona vinacea","Gbif",1060
3725751836,-22.716124,-45.592371,"2019-11-07","Brazil","Amazona vinacea","Gbif",1061
2706699028,-22.73545,-45.58787,"2019-11-08","Brazil","Amazona vinacea","Gbif",1062
2718710506,-22.699753,-45.482277,"2019-11-09","Brazil","Amazona vinacea","Gbif",1063
2774277494,-22.69787,-45.485443,"2019-11-09","Brazil","Amazona vinacea","Gbif",1064
2786474377,-20.092289,-42.225914,"2019-11-15","Brazil","Amazona vinacea","Gbif",1065
2781781034,-22.690458,-45.494896,"2019-11-17","Brazil","Amazona vinacea","Gbif",1066
2798463067,-28.819855,-51.13433,"2019-11-06","Brazil","Amazona vinacea","Gbif",1067
2722022054,-27.143095,-51.60714,"2019-12-05","Brazil","Amazona vinacea","Gbif",1068
2783126038,-22.727846,-45.590965,"2019-12-05","Brazil","Amazona vinacea","Gbif",1069
2801992997,-22.716154,-45.59214,"2019-12-05","Brazil","Amazona vinacea","Gbif",1070
2710334505,-28.18296,-50.640827,"2019-12-06","Brazil","Amazona vinacea","Gbif",1071
2723345285,-26.263432,-51.18063,"2019-12-09","Brazil","Amazona vinacea","Gbif",1072
2712297796,-26.23784,-51.194992,"2019-12-10","Brazil","Amazona vinacea","Gbif",1073
2796834926,-26.267317,-51.180965,"2019-12-10","Brazil","Amazona vinacea","Gbif",1074
2792117189,-26.574873,-50.753006,"2019-12-13","Brazil","Amazona vinacea","Gbif",1075
2726114941,-25.468634,-48.845634,"2019-12-31","Brazil","Amazona vinacea","Gbif",1076
3656118725,-20.518293,-41.89978,"2018-01-17","Brazil","Amazona vinacea","Gbif",1077
2103574563,-28.948103,-50.81785,"2018-01-05","Brazil","Amazona vinacea","Gbif",1078
2116747899,-28.884815,-50.821964,"2018-01-06","Brazil","Amazona vinacea","Gbif",1079
2118808578,-28.897018,-50.808933,"2018-01-08","Brazil","Amazona vinacea","Gbif",1080
2117594008,-28.877893,-50.973263,"2018-01-09","Brazil","Amazona vinacea","Gbif",1081
2132098578,-26.43,-55.8,"2018-01-24","Paraguay","Amazona vinacea","Gbif",1082
2125544710,-19.158121,-40.775166,"2018-01-20","Brazil","Amazona vinacea","Gbif",1083
2224264491,-26.227001,-52.17105,"2018-01-03","Brazil","Amazona vinacea","Gbif",1084
2127432060,-22.885805,-46.02268,"2018-02-16","Brazil","Amazona vinacea","Gbif",1085
2139563964,-22.862457,-46.043335,"2018-02-15","Brazil","Amazona vinacea","Gbif",1086
2140747919,-26.758625,-53.491108,"2018-02-24","Brazil","Amazona vinacea","Gbif",1087
2132817377,-27.892637,-49.181725,"2018-03-03","Brazil","Amazona vinacea","Gbif",1088
2122126699,-29.692303,-50.24357,"2018-03-11","Brazil","Amazona vinacea","Gbif",1089
2152711810,-23.964434,-47.014336,"2018-03-31","Brazil","Amazona vinacea","Gbif",1090
3715598403,-22.6945,-45.5074,"2018-04-11","Brazil","Amazona vinacea","Gbif",1091
4374906302,-27.9545,-49.8767,"2018-04-27","Brazil","Amazona vinacea","Gbif",1092
4313874328,-27.952574,-49.93541,"2018-04-25","Brazil","Amazona vinacea","Gbif",1093
2151119119,-22.690262,-45.495045,"2018-04-08","Brazil","Amazona vinacea","Gbif",1094
2137754284,-22.709146,-45.541798,"2018-04-22","Brazil","Amazona vinacea","Gbif",1095
2154117314,-22.693344,-45.505447,"2018-04-22","Brazil","Amazona vinacea","Gbif",1096
2724601674,-27.9545,-49.9455,"2018-04-29","Brazil","Amazona vinacea","Gbif",1097
2785007923,-22.694,-45.503,"2018-04-07","Brazil","Amazona vinacea","Gbif",1098
2160589086,-27.957335,-49.875484,"2018-05-05","Brazil","Amazona vinacea","Gbif",1099
3208290276,-26.655283,-52.25268,"2018-05-08","Brazil","Amazona vinacea","Gbif",1100
2149541564,-27.111547,-52.7692,"2018-05-09","Brazil","Amazona vinacea","Gbif",1101
2161682773,-26.505526,-52.57196,"2018-05-12","Brazil","Amazona vinacea","Gbif",1102
2172293239,-26.578665,-52.550117,"2018-05-11","Brazil","Amazona vinacea","Gbif",1103
2172279969,-26.32713,-53.269764,"2018-05-12","Brazil","Amazona vinacea","Gbif",1104
2162440720,-24.264833,-48.4128,"2018-05-14","Brazil","Amazona vinacea","Gbif",1105
2171243408,-27.004429,-51.556526,"2018-05-21","Brazil","Amazona vinacea","Gbif",1106
2178281922,-25.698126,-48.473183,"2018-05-22","Brazil","Amazona vinacea","Gbif",1107
2167422262,-28.12907,-49.95619,"2018-05-22","Brazil","Amazona vinacea","Gbif",1108
2172545682,-22.735975,-45.588287,"2018-05-25","Brazil","Amazona vinacea","Gbif",1109
2173283026,-24.298567,-50.574123,"2018-05-05","Brazil","Amazona vinacea","Gbif",1110
2183587031,-24.321976,-50.61758,"2018-06-03","Brazil","Amazona vinacea","Gbif",1111
2182835629,-22.875414,-46.03051,"2018-06-23","Brazil","Amazona vinacea","Gbif",1112
2243817959,-29.0066,-50.8079,"2018-07-31","Brazil","Amazona vinacea","Gbif",1113
2860195430,-19.668082,-42.692139,"2018-07-23","Brazil","Amazona vinacea","Gbif",1114
2179290410,-27.61649,-51.512608,"2018-07-01","Brazil","Amazona vinacea","Gbif",1115
2195639148,-22.861797,-46.077576,"2018-07-18","Brazil","Amazona vinacea","Gbif",1116
2184683722,-19.473581,-40.705833,"2018-07-20","Brazil","Amazona vinacea","Gbif",1117
2173925912,-22.765167,-45.604275,"2018-07-20","Brazil","Amazona vinacea","Gbif",1118
2174770967,-25.62457,-49.14246,"2018-07-27","Brazil","Amazona vinacea","Gbif",1119
2197909263,-25.853373,-52.17142,"2018-07-24","Brazil","Amazona vinacea","Gbif",1120
2198052600,-29.354494,-50.820053,"2018-07-12","Brazil","Amazona vinacea","Gbif",1121
2190619620,-29.01607,-50.80513,"2018-07-30","Brazil","Amazona vinacea","Gbif",1122
2190331590,-17.130098,-40.92573,"2018-08-15","Brazil","Amazona vinacea","Gbif",1123
2178868465,-17.012735,-40.969547,"2018-08-16","Brazil","Amazona vinacea","Gbif",1124
2181763463,-25.36205,-49.260918,"2018-08-28","Brazil","Amazona vinacea","Gbif",1125
2198262398,-29.326982,-50.26097,"2018-08-29","Brazil","Amazona vinacea","Gbif",1126
2206624035,-29.493727,-50.573704,"2018-08-31","Brazil","Amazona vinacea","Gbif",1127
3384351407,-22.650467,-45.536319,"2018-09-07","Brazil","Amazona vinacea","Gbif",1128
2194523680,-25.119738,-48.855324,"2018-09-01","Brazil","Amazona vinacea","Gbif",1129
2184611178,-27.941553,-49.6927,"2018-09-07","Brazil","Amazona vinacea","Gbif",1130
2190398003,-27.828411,-50.343796,"2018-09-30","Brazil","Amazona vinacea","Gbif",1131
2218589341,-24.434723,-48.584843,"2018-09-07","Brazil","Amazona vinacea","Gbif",1132
3872933522,-22.038462,-44.787377,"2018-10-05","Brazil","Amazona vinacea","Gbif",1133
2208138655,-26.225197,-49.236958,"2018-10-06","Brazil","Amazona vinacea","Gbif",1134
2217296096,-17.097513,-40.95593,"2018-10-06","Brazil","Amazona vinacea","Gbif",1135
2195483926,-19.360216,-42.39273,"2018-10-14","Brazil","Amazona vinacea","Gbif",1136
2196094256,-24.418722,-48.572792,"2018-10-15","Brazil","Amazona vinacea","Gbif",1137
2529337464,-26.648018,-54.0478,"2018-11-14","Argentina","Amazona vinacea","Gbif",1138
2214558673,-29.391,-50.595,"2018-11-01","Brazil","Amazona vinacea","Gbif",1139
2216023464,-25.0834,-48.8034,"2018-11-09","Brazil","Amazona vinacea","Gbif",1140
2227115448,-25.2543,-48.956657,"2018-11-09","Brazil","Amazona vinacea","Gbif",1141
2204368598,-29.443123,-50.61047,"2018-11-15","Brazil","Amazona vinacea","Gbif",1142
2216522879,-27.913536,-52.81737,"2018-11-10","Brazil","Amazona vinacea","Gbif",1143
2219233403,-28.326502,-50.26482,"2018-11-13","Brazil","Amazona vinacea","Gbif",1144
2224245499,-26.489967,-52.20088,"2018-12-06","Brazil","Amazona vinacea","Gbif",1145
2222283292,-24.9628,-48.415,"2018-12-08","Brazil","Amazona vinacea","Gbif",1146
2213290064,-27.61107,-53.49812,"2018-12-16","Brazil","Amazona vinacea","Gbif",1147
2228220515,-22.755089,-45.488697,"2018-12-26","Brazil","Amazona vinacea","Gbif",1148
2035396990,-22.87895,-46.027676,"2017-01-21","Brazil","Amazona vinacea","Gbif",1149
2030647113,-23.100517,-44.729343,"2017-01-18","Brazil","Amazona vinacea","Gbif",1150
2041690396,-26.281755,-48.84727,"2017-01-28","Brazil","Amazona vinacea","Gbif",1151
2038008824,-24.35,-54.4,"2017-02-08","Paraguay","Amazona vinacea","Gbif",1152
2034548743,-26.299032,-49.53263,"2017-02-27","Brazil","Amazona vinacea","Gbif",1153
3716003158,-22.73724,-45.589829,"2017-03-18","Brazil","Amazona vinacea","Gbif",1154
2053566559,-26.192076,-49.26085,"2017-03-14","Brazil","Amazona vinacea","Gbif",1155
2039762762,-19.414816,-42.727303,"2017-03-13","Brazil","Amazona vinacea","Gbif",1156
2055893537,-28.034021,-49.15021,"2017-03-25","Brazil","Amazona vinacea","Gbif",1157
2140923896,-28.502413,-50.261036,"2017-03-19","Brazil","Amazona vinacea","Gbif",1158
2058953743,-22.69562,-45.522297,"2017-04-09","Brazil","Amazona vinacea","Gbif",1159
2065596139,-27.971178,-49.894493,"2017-04-28","Brazil","Amazona vinacea","Gbif",1160
2048404393,-27.968012,-49.89477,"2017-04-30","Brazil","Amazona vinacea","Gbif",1161
2049269170,-27.97163,-49.897446,"2017-04-30","Brazil","Amazona vinacea","Gbif",1162
2054399760,-27.96029,-49.884373,"2017-04-30","Brazil","Amazona vinacea","Gbif",1163
2243774169,-26.5167,-53.9834,"2017-05-26","Argentina","Amazona vinacea","Gbif",1164
2050259610,-20.438515,-41.797398,"2017-05-07","Brazil","Amazona vinacea","Gbif",1165
2065609670,-24.962809,-48.415146,"2017-05-13","Brazil","Amazona vinacea","Gbif",1166
2066010982,-26.188417,-49.2534,"2017-05-13","Brazil","Amazona vinacea","Gbif",1167
2065633094,-21.532091,-44.65268,"2017-05-13","Brazil","Amazona vinacea","Gbif",1168
2072297818,-24.8789,-48.2603,"2017-05-13","Brazil","Amazona vinacea","Gbif",1169
2056510831,-24.015965,-46.28698,"2017-05-24","Brazil","Amazona vinacea","Gbif",1170
2185164084,-27.95028,-49.933277,"2017-06-21","Brazil","Amazona vinacea","Gbif",1171
3574136279,-29.359123,-50.80653,"2017-07-30","Brazil","Amazona vinacea","Gbif",1172
2079889312,-25.079151,-48.82894,"2017-07-08","Brazil","Amazona vinacea","Gbif",1173
2067933095,-24.78333,-54.43333,"2017-07-04","Paraguay","Amazona vinacea","Gbif",1174
2770940870,-22.36484,-44.724613,"2017-07-20","Brazil","Amazona vinacea","Gbif",1175
2084736247,-26.765863,-51.94476,"2017-08-06","Brazil","Amazona vinacea","Gbif",1176
2075982807,-26.20118,-51.06235,"2017-08-22","Brazil","Amazona vinacea","Gbif",1177
2092160653,-29.393772,-50.876205,"2017-08-31","Brazil","Amazona vinacea","Gbif",1178
2726670872,-19.546444,-42.54893,"2017-08-26","Brazil","Amazona vinacea","Gbif",1179
2095805703,-22.879093,-46.027794,"2017-09-30","Brazil","Amazona vinacea","Gbif",1180
2085565756,-29.48111,-50.174133,"2017-09-30","Brazil","Amazona vinacea","Gbif",1181
2109957198,-22.693806,-45.49103,"2017-09-24","Brazil","Amazona vinacea","Gbif",1182
2096141117,-22.714611,-45.597748,"2017-10-05","Brazil","Amazona vinacea","Gbif",1183
2105145963,-29.486155,-50.21293,"2017-10-10","Brazil","Amazona vinacea","Gbif",1184
2105430396,-21.61227,-44.58398,"2017-10-12","Brazil","Amazona vinacea","Gbif",1185
2106273107,-26.866707,-49.462177,"2017-10-14","Brazil","Amazona vinacea","Gbif",1186
4413520059,-26.603364,-52.0695,"2017-11-07","Brazil","Amazona vinacea","Gbif",1187
2101833072,-21.15535,-43.560734,"2017-11-01","Brazil","Amazona vinacea","Gbif",1188
2103378220,-22.691574,-45.480175,"2017-11-05","Brazil","Amazona vinacea","Gbif",1189
2111236953,-22.691074,-45.48765,"2017-11-05","Brazil","Amazona vinacea","Gbif",1190
2114149490,-27.997192,-49.285046,"2017-11-19","Brazil","Amazona vinacea","Gbif",1191
2120384209,-27.919882,-49.224865,"2017-12-16","Brazil","Amazona vinacea","Gbif",1192
2144739965,-16.302088,-40.92174,"2017-12-27","Brazil","Amazona vinacea","Gbif",1193
4171724390,-23.243421,-49.682823,"2016-01-31","Brazil","Amazona vinacea","Gbif",1194
1711174688,-27.791348,-50.35624,"2016-01-19","Brazil","Amazona vinacea","Gbif",1195
